ID,beaching_flag,time_start,time_end,drifter_id,latitude_start,latitude_end,longitude_start,longitude_end,velocity_east,velocity_north
979,False,2015-11-08 01:00:00,2015-11-09 01:00:00,300234062954440,74.347,74.31271,-57.18584,-57.38855,-0.021,-0.1364
339,False,2015-11-08 04:00:00,2015-11-09 04:00:00,300234060756210,-43.28034,-43.2866,170.04605,169.96133,-0.125,-0.2392
425,False,2015-11-08 18:00:00,2015-11-09 18:00:00,300234060952430,-48.29218,-48.43921,-75.75792,-75.76725,0.1223,-0.4658
297,False,2015-11-08 23:00:00,2015-11-09 23:00:00,300234060526170,27.84846,27.80628,-18.06381,-18.02532,-0.274,-0.1146
340,False,2015-11-09 04:00:00,2015-11-10 04:00:00,300234060756210,-43.2866,-43.12298,169.96133,170.20145,0.4078,0.4854
980,False,2015-11-09 13:00:00,2015-11-10 13:00:00,300234062954440,74.32102,74.49656,-57.47239,-57.69661,-0.0705,0.0712
463,False,2015-11-09 15:00:00,2015-11-10 15:00:00,300234060958910,59.25214,59.33557,-139.37785,-139.6477,-0.3759,0.4197
426,False,2015-11-09 18:00:00,2015-11-10 18:00:00,300234060952430,-48.43921,-48.70326,-75.76725,-75.61966,0.0793,-0.273
981,False,2015-11-10 13:00:00,2015-11-11 13:00:00,300234062954440,74.49656,74.56319,-57.69661,-57.81333,-0.0169,0.3936
427,True,2015-11-10 18:00:00,2015-11-11 18:00:00,300234060952430,-48.70326,-48.81548,-75.61966,-75.57126,0.0519,-0.4023
819,False,2015-11-13 06:00:00,2015-11-14 06:00:00,300234062423020,19.24376,19.28782,85.11444,84.96515,-0.4851,0.2617
128,False,2015-11-14 00:00:00,2015-11-15 00:00:00,300234011599570,67.79989,67.92241,14.60018,14.53727,-0.0012,0.0041
824,False,2015-11-14 01:00:00,2015-11-15 01:00:00,300234062428040,17.62968,17.69895,83.2641,83.32127,0.0489,0.0898
418,False,2015-11-14 20:00:00,2015-11-15 20:00:00,300234060952290,-48.56586,-48.78605,-75.82272,-75.78358,0.6908,-0.5003
419,False,2015-11-15 20:00:00,2015-11-16 20:00:00,300234060952290,-48.78605,-49.21941,-75.78358,-75.7005,0.0315,-0.6654
420,False,2015-11-16 20:00:00,2015-11-17 20:00:00,300234060952290,-49.21941,-49.30222,-75.7005,-75.50183,0.2487,-0.155
821,False,2015-11-17 08:00:00,2015-11-18 08:00:00,300234062426010,19.11021,19.01064,84.91972,84.79886,-0.2945,0.0596
421,False,2015-11-17 20:00:00,2015-11-18 20:00:00,300234060952290,-49.30222,-49.20482,-75.50183,-75.76416,-0.1026,0.03
982,False,2015-11-17 23:00:00,2015-11-18 23:00:00,300234062954440,75.64075,75.71169,-60.37198,-60.73853,-0.0271,0.0218
822,False,2015-11-18 08:00:00,2015-11-19 08:00:00,300234062426010,19.01064,18.66499,84.79886,84.51734,-0.1886,-0.2194
129,False,2015-11-19 04:00:00,2015-11-20 04:00:00,300234011599570,67.47177,67.32439,13.65468,13.69113,0.0407,-0.3622
823,False,2015-11-19 08:00:00,2015-11-20 08:00:00,300234062426010,18.66499,18.16377,84.51734,84.09898,-0.5964,-0.6692
391,False,2015-11-19 10:00:00,2015-11-20 10:00:00,300234060896130,56.91829,56.86431,-7.74587,-7.72961,0.2847,-0.2411
983,False,2015-11-19 14:00:00,2015-11-20 14:00:00,300234062954440,75.92533,76.12905,-61.4803,-62.45106,-0.2569,0.6765
1033,False,2015-11-19 17:00:00,2015-11-20 17:00:00,300234062959430,75.68135,75.75278,-79.37211,-79.59397,-0.1704,0.1
561,False,2015-11-20 01:00:00,2015-11-21 01:00:00,300234061500040,17.33197,17.29078,82.75428,82.6664,-0.2284,-0.0737
130,False,2015-11-20 04:00:00,2015-11-21 04:00:00,300234011599570,67.32439,67.21014,13.69113,13.66209,-0.0014,-0.232
422,False,2015-11-20 06:00:00,2015-11-21 06:00:00,300234060952290,-49.59932,-49.45703,-75.67449,-75.64781,0.1828,-0.1589
984,False,2015-11-20 14:00:00,2015-11-21 14:00:00,300234062954440,76.12905,76.13362,-62.45106,-62.45985,-0.0938,0.2025
1034,False,2015-11-20 17:00:00,2015-11-21 17:00:00,300234062959430,75.75278,75.77658,-79.59397,-79.61468,0.1553,-0.0545
158,False,2015-11-21 06:00:00,2015-11-22 06:00:00,300234011910500,70.95852,70.92809,23.11691,23.53892,0.5981,-0.1227
423,False,2015-11-21 06:00:00,2015-11-22 06:00:00,300234060952290,-49.45703,-49.55413,-75.64781,-75.57733,0.1806,-0.1653
985,False,2015-11-21 14:00:00,2015-11-22 14:00:00,300234062954440,76.13362,76.08666,-62.45985,-62.86742,-0.0752,-0.152
424,False,2015-11-22 06:00:00,2015-11-23 06:00:00,300234060952290,-49.55413,-49.60074,-75.57733,-75.56461,-0.0675,-0.0861
518,True,2015-11-24 00:00:00,2015-11-25 00:00:00,300234061407950,9.67769,9.4936,80.48317,80.57368,0.0152,-0.2294
624,False,2015-11-25 03:00:00,2015-11-26 03:00:00,300234061504350,20.80394,20.73448,121.99995,121.86544,-0.2656,-0.3703
625,False,2015-11-26 03:00:00,2015-11-27 03:00:00,300234061504350,20.73448,20.68651,121.86544,121.74169,-0.0856,-0.1019
464,True,2015-11-26 23:00:00,2015-11-27 23:00:00,300234060958910,59.89503,59.79512,-144.12631,-144.6008,-0.7671,-0.1574
820,False,2015-11-27 05:00:00,2015-11-28 05:00:00,300234062424050,12.75917,12.50277,80.35458,80.26314,-0.2268,-0.5363
113,False,2015-11-27 06:00:00,2015-11-28 06:00:00,300234011541440,51.9464,51.86073,-10.66341,-10.38749,0.4874,-0.104
270,False,2015-11-28 21:00:00,2015-11-29 21:00:00,300234060441290,36.94888,37.00466,-24.8922,-25.01813,-0.3824,0.2005
271,False,2015-11-29 21:00:00,2015-11-30 21:00:00,300234060441290,37.00466,37.05431,-25.01813,-25.12208,-0.0631,0.1962
18,False,2015-12-01 09:00:00,2015-12-02 09:00:00,131975,37.56238,37.45831,8.80164,8.86403,0.198,-0.1823
272,False,2015-12-03 15:00:00,2015-12-04 15:00:00,300234060441290,37.11398,37.08429,-25.03541,-25.16609,-0.1765,-0.3582
146,False,2015-12-03 19:00:00,2015-12-04 19:00:00,300234011797240,48.44634,48.48263,-5.29364,-5.16456,0.3777,0.6192
273,False,2015-12-04 15:00:00,2015-12-05 15:00:00,300234060441290,37.08429,37.08477,-25.16609,-25.16874,-0.0876,-0.0798
147,False,2015-12-04 19:00:00,2015-12-05 19:00:00,300234011797240,48.48263,48.55178,-5.16456,-5.02769,-0.0792,-0.1038
818,True,2015-12-05 01:00:00,2015-12-06 01:00:00,300234062423010,18.89521,18.8493,84.74705,84.71125,-0.185,0.0547
432,False,2015-12-07 00:00:00,2015-12-08 00:00:00,300234060953910,-32.23893,-32.10615,127.77027,128.09396,0.2855,0.0921
274,False,2015-12-07 18:00:00,2015-12-08 18:00:00,300234060441290,37.07191,37.0345,-24.93926,-24.98271,-0.1331,-0.2417
433,True,2015-12-08 00:00:00,2015-12-09 00:00:00,300234060953910,-32.10615,-32.0162,128.09396,128.19206,0.2955,0.1299
275,False,2015-12-08 18:00:00,2015-12-09 18:00:00,300234060441290,37.0345,37.06666,-24.98271,-25.08948,-0.1095,-0.1204
276,False,2015-12-09 18:00:00,2015-12-10 18:00:00,300234060441290,37.06666,37.07056,-25.08948,-25.08927,-0.2676,0.1631
807,True,2015-12-10 13:00:00,2015-12-11 13:00:00,300234062410600,4.56041,4.67128,168.59322,168.66269,0.0403,0.08
1035,False,2015-12-12 01:00:00,2015-12-13 01:00:00,300234062959440,68.03147,68.01132,-53.80161,-53.72274,0.0238,0.0433
808,False,2015-12-12 13:00:00,2015-12-13 13:00:00,300234062410600,4.66358,4.74645,168.65553,168.64774,-0.0804,-0.0746
630,False,2015-12-20 13:00:00,2015-12-21 13:00:00,300234061507010,45.6255,45.50095,141.88379,142.04964,0.3168,-0.068
913,False,2015-12-20 20:00:00,2015-12-21 20:00:00,300234062833770,37.30075,37.33026,-1.52132,-1.57728,-0.0988,-0.0498
631,False,2015-12-21 13:00:00,2015-12-22 13:00:00,300234061507010,45.50095,45.42415,142.04964,142.08356,0.2095,-0.5024
914,False,2015-12-21 20:00:00,2015-12-22 20:00:00,300234062833770,37.33026,37.32466,-1.57728,-1.60123,-0.0048,0.0493
632,False,2015-12-22 13:00:00,2015-12-23 13:00:00,300234061507010,45.42415,45.37312,142.08356,142.20624,0.3717,-0.4037
915,False,2015-12-22 20:00:00,2015-12-23 20:00:00,300234062833770,37.32466,37.33352,-1.60123,-1.60936,0.1183,-0.0341
633,False,2015-12-23 13:00:00,2015-12-24 13:00:00,300234061507010,45.37312,45.16125,142.20624,142.4686,0.5076,-0.4372
916,False,2015-12-23 20:00:00,2015-12-24 20:00:00,300234062833770,37.33352,37.32977,-1.60936,-1.64223,-0.0002,0.0495
917,False,2015-12-24 20:00:00,2015-12-25 20:00:00,300234062833770,37.32977,37.35262,-1.64223,-1.61835,0.0763,-0.1208
700,False,2015-12-25 15:00:00,2015-12-26 15:00:00,300234061618040,20.17619,20.8973,-86.97193,-86.76193,-0.1311,0.7439
721,False,2015-12-25 21:00:00,2015-12-26 21:00:00,300234061667370,61.63928,61.54882,-7.14775,-6.73535,0.3851,0.0532
1291,True,2015-12-30 15:00:00,2015-12-31 15:00:00,300234063717570,-1.69222,-1.82194,127.30447,127.63897,0.8572,-0.6138
634,False,2016-01-01 10:00:00,2016-01-02 10:00:00,300234061507010,44.91593,44.88475,147.12325,147.18623,0.2373,-0.1459
635,True,2016-01-02 10:00:00,2016-01-03 10:00:00,300234061507010,44.88475,44.83034,147.18623,147.24896,0.1672,-0.0623
26,True,2016-01-09 01:00:00,2016-01-10 01:00:00,152146,39.93466,39.91554,2.95334,2.99095,0.242,-0.1325
918,True,2016-01-09 01:00:00,2016-01-10 01:00:00,300234062835700,33.27967,33.29434,35.18529,35.21729,0.0927,0.0661
381,False,2016-01-18 06:00:00,2016-01-19 06:00:00,300234060892150,76.42996,76.5891,17.03899,16.89601,-0.298,0.1392
382,False,2016-01-19 06:00:00,2016-01-20 06:00:00,300234060892150,76.5891,76.58241,16.89601,16.85251,0.0063,0.019
383,True,2016-01-20 06:00:00,2016-01-21 06:00:00,300234060892150,76.58241,76.56206,16.85251,16.8449,-0.0154,-0.0103
384,False,2016-01-21 06:00:00,2016-01-22 06:00:00,300234060892150,76.56206,76.55934,16.8449,16.63165,-0.1173,-0.0748
385,False,2016-01-22 06:00:00,2016-01-23 06:00:00,300234060892150,76.55934,76.55526,16.63165,16.6906,-0.0537,0.0389
386,True,2016-01-23 06:00:00,2016-01-24 06:00:00,300234060892150,76.55526,76.55499,16.6906,16.68137,-0.007,0.0118
387,False,2016-01-24 06:00:00,2016-01-25 06:00:00,300234060892150,76.55499,76.5652,16.68137,16.41733,-0.1646,0.0543
131,False,2016-01-24 08:00:00,2016-01-25 08:00:00,300234011790240,50.52086,50.5782,-1.10845,-1.14508,0.1016,0.0999
388,False,2016-01-25 06:00:00,2016-01-26 06:00:00,300234060892150,76.5652,76.56051,16.41733,16.3677,-0.2642,-0.0992
132,False,2016-01-25 08:00:00,2016-01-26 08:00:00,300234011790240,50.5782,50.70023,-1.14508,-0.95273,0.1539,0.178
389,False,2016-01-26 06:00:00,2016-01-27 06:00:00,300234060892150,76.56051,76.55639,16.3677,16.23957,-0.0029,0.0039
563,False,2016-01-29 01:00:00,2016-01-30 01:00:00,300234061500360,5.9183,5.69378,103.0198,103.11628,0.0341,-0.27
298,False,2016-01-31 17:00:00,2016-02-01 17:00:00,300234060528170,42.02588,41.9397,-9.03884,-8.99088,0.2308,-0.0837
564,False,2016-02-01 03:00:00,2016-02-02 03:00:00,300234061500360,5.11484,4.59293,103.36985,103.5019,0.1044,-0.6129
299,False,2016-02-01 22:00:00,2016-02-02 22:00:00,300234060556880,51.74318,51.7258,-5.46785,-5.30627,0.6446,-0.6629
565,False,2016-02-02 03:00:00,2016-02-03 03:00:00,300234061500360,4.59293,4.18513,103.5019,103.46531,0.0795,-0.6684
566,False,2016-02-03 03:00:00,2016-02-04 03:00:00,300234061500360,4.18513,3.8664,103.46531,103.43879,-0.1786,-0.3467
567,True,2016-02-04 03:00:00,2016-02-05 03:00:00,300234061500360,3.8664,3.64357,103.43879,103.3724,-0.1691,-0.1494
277,False,2016-02-05 06:00:00,2016-02-06 06:00:00,300234060442280,42.2392,42.2347,-8.73129,-8.73357,-0.0011,-0.0031
278,True,2016-02-06 06:00:00,2016-02-07 06:00:00,300234060442280,42.2347,42.23615,-8.73357,-8.73217,-0.0126,-0.0213
697,False,2016-02-06 18:00:00,2016-02-07 18:00:00,300234061613050,50.18743,50.26441,-5.81114,-5.62224,-0.15,-0.487
364,False,2016-02-07 05:00:00,2016-02-08 05:00:00,300234060890150,52.56966,52.67797,-4.30978,-4.17312,0.2198,0.4025
279,False,2016-02-07 06:00:00,2016-02-08 06:00:00,300234060442280,42.23615,42.23601,-8.73217,-8.7328,-0.0004,-0.0046
586,False,2016-02-07 16:00:00,2016-02-08 16:00:00,300234061502340,30.39197,30.21525,130.0921,130.50783,0.7078,-0.2535
698,False,2016-02-07 18:00:00,2016-02-08 18:00:00,300234061613050,50.26441,50.35151,-5.62224,-5.23265,-0.0892,-0.0646
280,True,2016-02-08 06:00:00,2016-02-09 06:00:00,300234060442280,42.23601,42.2359,-8.7328,-8.73301,0.0077,0.0116
281,True,2016-02-09 06:00:00,2016-02-10 06:00:00,300234060442280,42.2359,42.2349,-8.73301,-8.73433,-0.0046,0.0026
282,True,2016-02-10 06:00:00,2016-02-11 06:00:00,300234060442280,42.2349,42.23603,-8.73433,-8.73314,0.007,0.0182
283,True,2016-02-11 06:00:00,2016-02-12 06:00:00,300234060442280,42.23603,42.23774,-8.73314,-8.7326,-0.0123,0.0116
587,False,2016-02-21 14:00:00,2016-02-22 14:00:00,300234061502340,32.6015,32.70594,131.93985,131.99403,0.0252,0.1349
588,False,2016-02-24 05:00:00,2016-02-25 05:00:00,300234061502340,32.53488,32.45951,131.83784,131.76598,-0.1114,-0.0607
589,False,2016-02-25 05:00:00,2016-02-26 05:00:00,300234061502340,32.45951,32.49841,131.76598,131.74469,-0.1886,0.0268
590,False,2016-02-26 05:00:00,2016-02-27 05:00:00,300234061502340,32.49841,32.68549,131.74469,131.87852,-0.0152,0.3549
591,False,2016-02-27 05:00:00,2016-02-28 05:00:00,300234061502340,32.68549,32.90518,131.87852,132.16379,0.1784,0.3521
592,False,2016-02-28 17:00:00,2016-02-29 17:00:00,300234061502340,33.00869,32.84428,132.24126,132.45694,0.3373,-0.1842
266,False,2016-02-28 19:00:00,2016-02-29 19:00:00,300234060359010,43.55919,43.43748,-2.91361,-2.62452,-0.0225,-0.211
593,False,2016-02-29 17:00:00,2016-03-01 17:00:00,300234061502340,32.84428,32.64882,132.45694,132.5644,0.5068,-0.3339
267,False,2016-02-29 19:00:00,2016-03-01 19:00:00,300234060359010,43.43748,43.33742,-2.62452,-2.33094,0.3978,-0.2857
22,False,2016-03-01 12:00:00,2016-03-02 12:00:00,134925,37.05895,37.09056,7.06016,7.56155,0.5047,0.1872
268,False,2016-03-01 19:00:00,2016-03-02 19:00:00,300234060359010,43.33742,43.32725,-2.33094,-2.07714,0.1388,0.0507
23,False,2016-03-02 12:00:00,2016-03-03 12:00:00,134925,37.09056,37.10585,7.56155,7.62127,0.2016,-0.1458
121,False,2016-03-04 03:00:00,2016-03-05 03:00:00,300234011595570,54.39826,54.0881,-10.09921,-10.39699,0.0876,-0.1059
24,False,2016-03-05 23:00:00,2016-03-06 23:00:00,134925,37.00683,36.96895,8.08362,8.48942,0.3263,0.0586
63,False,2016-03-06 01:00:00,2016-03-07 01:00:00,300234011093800,48.95878,48.89173,-3.4477,-3.33075,0.1288,-0.1239
64,False,2016-03-07 01:00:00,2016-03-08 01:00:00,300234011093800,48.89173,48.84632,-3.33075,-3.53406,0.084,-0.023
594,False,2016-03-07 06:00:00,2016-03-08 06:00:00,300234061502340,33.4581,33.50946,134.3896,134.33183,-0.3103,0.1512
595,False,2016-03-08 06:00:00,2016-03-09 06:00:00,300234061502340,33.50946,33.47766,134.33183,134.30621,0.0195,0.1557
365,False,2016-03-08 21:00:00,2016-03-09 21:00:00,300234060891140,63.44137,63.4901,-17.81735,-17.8446,-0.0072,0.1548
596,False,2016-03-09 06:00:00,2016-03-10 06:00:00,300234061502340,33.47766,33.36005,134.30621,134.24533,-0.1394,-0.1633
597,False,2016-03-10 06:00:00,2016-03-11 06:00:00,300234061502340,33.36005,33.38079,134.24533,134.25185,-0.1218,-0.0193
598,False,2016-03-11 06:00:00,2016-03-12 06:00:00,300234061502340,33.38079,33.53988,134.25185,134.3692,0.0239,0.15
599,False,2016-03-12 06:00:00,2016-03-13 06:00:00,300234061502340,33.53988,33.6418,134.3692,134.55266,0.1268,0.2351
27,False,2016-03-12 13:00:00,2016-03-13 13:00:00,152148,36.80386,36.90821,2.72322,3.094,0.2846,-0.0342
600,False,2016-03-13 06:00:00,2016-03-14 06:00:00,300234061502340,33.6418,33.63807,134.55266,134.60625,0.0164,0.0466
28,False,2016-03-13 18:00:00,2016-03-14 18:00:00,152148,36.90082,36.81199,3.1669,3.08762,0.2134,-0.1095
29,False,2016-03-16 21:00:00,2016-03-17 21:00:00,152148,36.90919,36.77048,3.53632,3.71448,0.5006,-0.1829
814,False,2016-03-30 04:00:00,2016-03-31 04:00:00,300234062411710,6.03404,5.9985,102.7408,102.65814,0.0007,-0.2023
815,False,2016-04-01 12:00:00,2016-04-02 12:00:00,300234062411710,6.00964,6.01977,102.55616,102.48917,-0.2003,0.1203
816,False,2016-04-02 12:00:00,2016-04-03 12:00:00,300234062411710,6.01977,6.027,102.48917,102.45193,-0.1322,0.1757
660,False,2016-04-03 12:00:00,2016-04-04 12:00:00,300234061510860,38.58704,38.5087,-28.95964,-28.82317,0.1943,-0.155
661,False,2016-04-04 12:00:00,2016-04-05 12:00:00,300234061510860,38.5087,38.46094,-28.82317,-28.75331,0.1273,-0.1519
465,False,2016-04-05 17:00:00,2016-04-06 17:00:00,300234060959910,49.97003,50.34891,-127.81802,-128.05777,-0.2671,0.4715
316,False,2016-04-06 02:00:00,2016-04-07 02:00:00,300234060751440,-37.43149,-37.43955,139.76418,139.91702,0.1673,0.071
466,False,2016-04-06 17:00:00,2016-04-07 17:00:00,300234060959910,50.34891,50.48572,-128.05777,-128.13705,-0.2921,0.5635
467,True,2016-04-07 17:00:00,2016-04-08 17:00:00,300234060959910,50.48572,50.50686,-128.13705,-128.14519,0.056,0.12
726,False,2016-04-13 03:00:00,2016-04-14 03:00:00,300234061763050,-46.98906,-46.99095,167.52525,167.6835,0.1842,-0.089
285,False,2016-04-17 14:00:00,2016-04-18 14:00:00,300234060448280,32.56239,32.55856,-17.08983,-16.84097,0.1442,0.1852
286,False,2016-04-19 12:00:00,2016-04-20 12:00:00,300234060448280,32.51503,32.36588,-16.63265,-16.51774,0.2351,-0.0336
287,False,2016-04-20 12:00:00,2016-04-21 12:00:00,300234060448280,32.36588,32.37058,-16.51774,-16.49033,0.1114,-0.0338
288,False,2016-04-21 12:00:00,2016-04-22 12:00:00,300234060448280,32.37058,32.37603,-16.49033,-16.42801,0.2257,0.1689
289,False,2016-04-22 12:00:00,2016-04-23 12:00:00,300234060448280,32.37603,32.34463,-16.42801,-16.47688,0.1786,-0.0031
989,False,2016-05-12 11:00:00,2016-05-13 11:00:00,300234062955280,62.51631,62.40343,5.65696,5.69938,0.0763,-0.3162
990,False,2016-05-13 11:00:00,2016-05-14 11:00:00,300234062955280,62.40343,62.39837,5.69938,5.7195,0.0648,-0.0278
991,True,2016-05-14 11:00:00,2016-05-15 11:00:00,300234062955280,62.39837,62.3614,5.7195,5.74528,0.0039,-0.1581
305,False,2016-05-22 22:00:00,2016-05-23 22:00:00,300234060652120,-25.23673,-25.24409,46.85807,46.73332,-0.2904,0.1174
699,False,2016-05-23 06:00:00,2016-05-24 06:00:00,300234061615050,37.87618,37.69808,-25.99832,-25.82404,0.1547,-0.3439
501,True,2016-05-28 01:00:00,2016-05-29 01:00:00,300234061390940,38.66157,38.64132,-27.9794,-27.95576,0.0069,0.0312
782,False,2016-06-04 01:00:00,2016-06-05 01:00:00,300234062326990,37.78508,37.87822,141.11813,141.07394,-0.0859,0.2728
783,False,2016-06-05 12:00:00,2016-06-06 12:00:00,300234062326990,37.92463,38.04517,141.03616,141.03514,-0.0944,0.1042
784,False,2016-06-08 07:00:00,2016-06-09 07:00:00,300234062326990,38.20292,38.24236,141.2143,141.21274,-0.0,0.1181
117,False,2016-06-10 00:00:00,2016-06-11 00:00:00,300234011593590,61.94602,61.891,-6.40076,-6.52932,-0.0975,-0.0481
118,False,2016-06-11 00:00:00,2016-06-12 00:00:00,300234011593590,61.891,61.78236,-6.52932,-6.61794,-0.0074,-0.0734
119,False,2016-06-12 00:00:00,2016-06-13 00:00:00,300234011593590,61.78236,61.87592,-6.61794,-6.87339,-0.2174,-0.1466
785,False,2016-06-12 11:00:00,2016-06-13 11:00:00,300234062326990,38.2061,38.28697,141.36458,141.37569,-0.0046,0.2204
120,False,2016-06-13 00:00:00,2016-06-14 00:00:00,300234011593590,61.87592,61.79578,-6.87339,-6.63711,0.1775,-0.017
786,False,2016-06-13 11:00:00,2016-06-14 11:00:00,300234062326990,38.28697,38.26832,141.37569,141.28304,-0.0363,0.1082
787,False,2016-06-14 11:00:00,2016-06-15 11:00:00,300234062326990,38.26832,38.33444,141.28304,141.21652,-0.0711,-0.0058
393,False,2016-06-24 06:00:00,2016-06-25 06:00:00,300234060898120,66.08695,66.14164,-20.48579,-20.23657,0.0105,0.0951
394,False,2016-06-25 06:00:00,2016-06-26 06:00:00,300234060898120,66.14164,66.13097,-20.23657,-20.34581,-0.0373,-0.1501
395,False,2016-06-26 06:00:00,2016-06-27 06:00:00,300234060898120,66.13097,66.10997,-20.34581,-20.43701,-0.0777,-0.0579
396,False,2016-07-11 15:00:00,2016-07-12 15:00:00,300234060898120,66.11995,66.02134,-21.23224,-21.2158,-0.0426,-0.1097
397,False,2016-07-12 15:00:00,2016-07-13 15:00:00,300234060898120,66.02134,65.88607,-21.2158,-21.14987,0.0421,-0.2057
398,False,2016-07-13 15:00:00,2016-07-14 15:00:00,300234060898120,65.88607,65.84062,-21.14987,-21.1253,-0.0823,-0.1259
399,False,2016-07-14 15:00:00,2016-07-15 15:00:00,300234060898120,65.84062,65.76672,-21.1253,-21.16847,0.0528,-0.0956
400,False,2016-07-15 15:00:00,2016-07-16 15:00:00,300234060898120,65.76672,65.68673,-21.16847,-21.16928,-0.1343,-0.0501
996,True,2016-07-16 01:00:00,2016-07-17 01:00:00,300234062956270,66.34526,66.34511,-22.23843,-22.2402,-0.0088,-0.0031
309,True,2016-07-16 08:00:00,2016-07-17 08:00:00,300234060655190,-8.82318,-8.77563,160.61066,160.69485,0.4273,0.2443
401,False,2016-07-16 15:00:00,2016-07-17 15:00:00,300234060898120,65.68673,65.65979,-21.16928,-21.17727,0.0121,-0.1358
993,True,2016-07-16 18:00:00,2016-07-17 18:00:00,300234062955440,21.49562,21.44929,-71.00534,-71.14753,-0.2711,0.0615
402,False,2016-07-17 15:00:00,2016-07-18 15:00:00,300234060898120,65.65979,65.64456,-21.17727,-21.09658,0.016,-0.0374
689,False,2016-07-18 08:00:00,2016-07-19 08:00:00,300234061610040,32.35091,32.37215,-64.52303,-64.63203,-0.2346,-0.0106
403,False,2016-07-18 15:00:00,2016-07-19 15:00:00,300234060898120,65.64456,65.57538,-21.09658,-21.07909,0.0714,-0.0149
690,False,2016-07-19 08:00:00,2016-07-20 08:00:00,300234061610040,32.37215,32.36665,-64.63203,-64.60439,-0.1208,0.3051
404,False,2016-07-19 15:00:00,2016-07-20 15:00:00,300234060898120,65.57538,65.53997,-21.07909,-21.23551,-0.0352,-0.0788
366,False,2016-07-20 00:00:00,2016-07-21 00:00:00,300234060892140,68.08923,68.14043,12.7698,12.90292,0.1092,0.1248
691,False,2016-07-20 08:00:00,2016-07-21 08:00:00,300234061610040,32.36665,32.28378,-64.60439,-64.66975,-0.0902,0.0756
367,False,2016-07-21 00:00:00,2016-07-22 00:00:00,300234060892140,68.14043,68.18049,12.90292,12.87722,-0.0065,-0.0035
19,False,2016-07-23 21:00:00,2016-07-24 21:00:00,132470,-24.32021,-24.22129,-128.19318,-128.33562,-0.1398,-0.0367
368,False,2016-07-25 00:00:00,2016-07-26 00:00:00,300234060892140,68.36423,68.37204,13.40559,13.41363,0.0746,0.0665
201,False,2016-07-25 10:00:00,2016-07-26 10:00:00,300234060150420,3.51133,3.536,72.69294,72.83535,0.426,0.0585
369,False,2016-07-26 00:00:00,2016-07-27 00:00:00,300234060892140,68.37204,68.40486,13.41363,13.7202,0.046,0.0297
1024,False,2016-07-27 22:00:00,2016-07-28 22:00:00,300234062958280,66.64537,66.60446,-18.15575,-17.90167,0.067,-0.0928
370,False,2016-07-28 10:00:00,2016-07-29 10:00:00,300234060892140,68.4824,68.52109,14.17713,14.30027,-0.0844,0.1551
1025,False,2016-07-28 22:00:00,2016-07-29 22:00:00,300234062958280,66.60446,66.50097,-17.90167,-17.81951,0.0973,-0.0712
371,False,2016-07-29 10:00:00,2016-07-30 10:00:00,300234060892140,68.52109,68.57007,14.30027,14.29285,-0.0468,0.1487
372,False,2016-07-30 10:00:00,2016-07-31 10:00:00,300234060892140,68.57007,68.65317,14.29285,14.12852,-0.1035,0.0684
543,False,2016-07-31 08:00:00,2016-08-01 08:00:00,300234061475450,53.588,53.5996,-10.47974,-10.38965,0.1212,0.0777
544,False,2016-08-01 08:00:00,2016-08-02 08:00:00,300234061475450,53.5996,53.66783,-10.38965,-10.38894,-0.0169,0.1266
360,False,2016-08-01 20:00:00,2016-08-02 20:00:00,300234060759570,-34.84639,-34.77766,135.24294,135.2487,0.0938,0.1427
545,False,2016-08-02 08:00:00,2016-08-03 08:00:00,300234061475450,53.66783,53.67417,-10.38894,-10.20191,0.0642,0.2226
1026,False,2016-08-02 12:00:00,2016-08-03 12:00:00,300234062958280,66.27635,66.22056,-17.79023,-17.74585,0.1919,-0.1997
361,False,2016-08-02 20:00:00,2016-08-03 20:00:00,300234060759570,-34.77766,-34.68434,135.2487,135.09917,-0.0355,0.1024
546,False,2016-08-03 08:00:00,2016-08-04 08:00:00,300234061475450,53.67417,53.67292,-10.20191,-10.05016,0.3294,0.1611
1027,False,2016-08-03 12:00:00,2016-08-04 12:00:00,300234062958280,66.22056,66.13596,-17.74585,-17.63233,0.306,-0.0631
849,True,2016-08-04 02:00:00,2016-08-05 02:00:00,300234062651000,-21.80096,-21.86,-139.08356,-139.0037,-0.0052,-0.2068
547,False,2016-08-04 08:00:00,2016-08-05 08:00:00,300234061475450,53.67292,53.6524,-10.05016,-10.09444,0.0471,0.0781
1028,False,2016-08-04 12:00:00,2016-08-05 12:00:00,300234062958280,66.13596,66.12689,-17.63233,-17.52324,0.1948,-0.0646
548,False,2016-08-05 08:00:00,2016-08-06 08:00:00,300234061475450,53.6524,53.63195,-10.09444,-10.12432,-0.0677,0.1671
1029,False,2016-08-05 12:00:00,2016-08-06 12:00:00,300234062958280,66.12689,66.19385,-17.52324,-17.36868,0.0831,0.1104
503,True,2016-08-05 23:00:00,2016-08-06 23:00:00,300234061397930,53.88069,54.11431,-10.36659,-10.21353,0.0518,0.2059
549,False,2016-08-06 08:00:00,2016-08-07 08:00:00,300234061475450,53.63195,53.73012,-10.12432,-9.9335,0.048,0.0374
1030,False,2016-08-06 12:00:00,2016-08-07 12:00:00,300234062958280,66.19385,66.25306,-17.36868,-17.18539,0.0588,0.2325
