ID,ID,ID.1,beaching_flag,time_start,time_end,drifter_id,latitude_start,latitude_end,longitude_start,longitude_end,velocity_east,velocity_north,wind10m_abs_mean,wind10m_u_mean,wind10m_v_mean,wind10m_abs_max,wind10m_u_max,wind10m_v_max,wind10m_abs_min,wind10m_u_min,wind10m_v_min,wind10m_abs_std,wind10m_u_std,wind10m_v_std,shore_rmsd,shortest_distance,shortest_distance_e,shortest_distance_n,score_shore_22deg_14km,score_bedrock_22deg_14km,score_wetland_22deg_14km,score_beach_22deg_14km,score_shore_45deg_10km,score_bedrock_45deg_10km,score_wetland_45deg_10km,score_beach_45deg_10km,score_shore_60deg_9km,score_bedrock_60deg_9km,score_wetland_60deg_9km,score_beach_60deg_9km,score_shore_90deg_7km,score_bedrock_90deg_7km,score_wetland_90deg_7km,score_beach_90deg_7km,score_shore_180deg_5km,score_bedrock_180deg_5km,score_wetland_180deg_5km,score_beach_180deg_5km,score_shore_270deg_4km,score_bedrock_270deg_4km,score_wetland_270deg_4km,score_beach_270deg_4km,score_shore_360deg_10km,score_bedrock_360deg_10km,score_wetland_360deg_10km,score_beach_360deg_10km,score_shore_360deg_8km,score_bedrock_360deg_8km,score_wetland_360deg_8km,score_beach_360deg_8km,score_shore_360deg_5km,score_bedrock_360deg_5km,score_wetland_360deg_5km,score_beach_360deg_5km,score_shore_360deg_2km,score_bedrock_360deg_2km,score_wetland_360deg_2km,score_beach_360deg_2km,inproduct_wind_nearest_shore,m2_tidal_elevation_mm,m4_tidal_elevation_mm,s2_tidal_elevation_mm,n2_tidal_elevation_mm,k1_tidal_elevation_mm,k2_tidal_elevation_mm,o1_tidal_elevation_mm,p1_tidal_elevation_mm,q1_tidal_elevation_mm
264,275,701,True,2015-07-19 04:00:00,2015-07-20 04:00:00,300234061619040,66.46035,66.52194,11.77566,12.00902,0.3052,0.4618,6.794723510742188,6.556367874145508,1.6938068866729736,8.654823303222656,8.569499015808105,2.1607236862182617,3.981941938400269,3.501961469650269,1.0009859800338743,1.4900305271148682,1.5687403678894043,0.2693766057491302,6673.327,18398.725,-17827.371,-4549.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7715982264626415,631,-13,259,75,-87,75,28,-20,19
265,276,351,False,2015-07-20 14:00:00,2015-07-21 14:00:00,300234060758420,52.64978,52.70589,-169.99556,-170.27744,-0.2668,0.4812,6.486783981323242,4.5734076499938965,4.405020713806152,7.803269863128662,6.451722145080566,6.461758613586426,4.87507963180542,2.48348069190979,2.9182286262512207,0.9137794971466064,1.255137324333191,1.00882887840271,1572.338,15279.876,9591.51,-11894.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5582075558363795,316,-1,87,83,187,25,74,56,9
266,277,328,False,2015-07-20 16:00:00,2015-07-21 16:00:00,300234060755420,-46.62704,-46.62799,167.66544,167.95427,0.7448,0.0899,9.292372703552246,9.164880752563477,0.7188104391098022,11.342113494873049,11.342087745666504,3.1142406463623047,7.089226245880127,6.809174537658691,-2.0862033367156982,1.4119011163711548,1.4032496213912964,1.364116072654724,1281.8876,12869.664,-5516.994,11627.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.279406788960147,681,-9,143,158,15,48,-14,4,-7
267,278,329,False,2015-07-21 16:00:00,2015-07-22 16:00:00,300234060755420,-46.62799,-46.69342,167.95427,168.05107,0.8399,-0.4123,3.8805181980133057,2.289109468460083,-2.7822091579437256,5.096254348754883,4.9276275634765625,-1.3001134395599363,2.894871950149536,0.1056441068649292,-3.622651338577272,0.6227307319641113,1.4175593852996826,0.6753012537956238,1256.5127,11834.89,3348.045,11351.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0209770347113665,566,-13,110,160,14,43,-13,3,-7
268,279,330,False,2015-07-22 16:00:00,2015-07-23 16:00:00,300234060755420,-46.69342,-46.8076,168.05107,168.25713,0.5051,-0.5032,7.146326065063477,4.761106491088867,-3.8763644695281982,9.430728912353516,8.499045372009277,0.6304007768630981,3.6241915225982666,-0.5709255337715149,-7.173327445983887,1.5335431098937988,3.235152006149292,2.2937285900115967,2073.656,8829.112,7772.3267,4188.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1194965,0.99035186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.352267151075904,492,-11,90,157,13,39,-12,3,-6
269,280,352,False,2015-07-25 12:00:00,2015-07-26 12:00:00,300234060758420,53.10282,53.24643,-168.99683,-168.7142,0.4248,0.4436,3.124873638153076,0.881927490234375,-0.3894742727279663,6.536702632904053,3.487456083297729,6.21265983581543,1.115140080451965,-1.325202226638794,-5.528664588928223,1.9255212545394893,1.457245707511902,3.227912187576294,1106.9183,19429.893,-10104.915,16595.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7913235607953086,148,1,28,89,260,10,131,79,19
270,281,702,False,2015-07-27 04:00:00,2015-07-28 04:00:00,300234061619040,66.50444,66.64977,11.93131,12.18232,-0.2156,0.1047,8.990344047546387,-1.3856687545776367,6.802533149719238,14.174790382385254,2.200626850128174,14.022513389587402,3.0292859077453613,-7.107645034790039,-7.022234916687012,3.0673987865448,2.8955252170562744,5.801432132720947,8591.117,6980.3804,-775.6742,6937.1494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.073006,0.0,0.0,0.0,0.2974811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.914381993910803,645,-13,262,76,-90,76,27,-20,19
271,282,353,False,2015-07-27 08:00:00,2015-07-28 08:00:00,300234060758420,53.45838,53.65648,-168.55177,-168.06107,0.3107,0.2662,2.33545470237732,1.9542022943496704,-0.6983563899993896,5.257387638092041,4.829198837280273,1.3378816843032837,0.3043642938137054,-0.0736002922058105,-2.8130810260772705,1.4273239374160769,1.3683933019638062,1.1456413269042969,4965.2563,17234.537,-15794.121,6897.4644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.070365787002641,99,2,18,85,267,7,139,82,21
272,283,703,False,2015-07-28 04:00:00,2015-07-29 04:00:00,300234061619040,66.64977,66.74026,12.18232,12.43096,0.2491,0.2328,6.430673122406006,1.0037306547164917,6.112775802612305,13.453686714172363,2.862691164016724,13.37220287322998,0.3274977207183838,-0.8030107021331787,-1.331761121749878,4.729275703430176,1.1369212865829468,4.9044389724731445,9192.924,5452.989,-2710.2957,4731.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.610903,0.0,0.0,0.0,5.1124234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.805378008992245,0,0,0,0,0,0,0,0,0
273,284,354,False,2015-07-28 08:00:00,2015-07-29 08:00:00,300234060758420,53.65648,53.67774,-168.06107,-167.97006,0.2278,0.071,4.925463676452637,3.6826562881469727,-2.090123414993286,8.61693286895752,6.446541786193848,0.1648721694946289,2.788850784301758,-1.3521406650543213,-5.7318220138549805,1.4730998277664185,2.5302987098693848,1.4481812715530396,844.8199,17356.332,2533.9656,17170.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.530072710349006,76,2,17,83,268,7,140,82,21
274,285,704,False,2015-07-29 04:00:00,2015-07-30 04:00:00,300234061619040,66.74026,66.67317,12.43096,12.38406,0.0873,0.0264,6.336583137512207,0.4746180474758148,-6.276205062866211,9.77255630493164,2.771514892578125,-1.8442509174346924,1.847103238105774,-0.4901102185249328,-9.371315956115724,2.1234612464904785,0.916307270526886,2.05079197883606,12901.787,3548.0278,-1742.2614,-3090.797,0.0,0.0,0.0,0.0,2.8806236,0.0,0.0,0.0,4.683841,0.0,0.0,0.0,2.3394494,0.0,0.0,0.0,0.056089226,0.0,0.0,0.0,0.0005233945,0.0,0.0,0.0,60.934666,0.0,0.0,0.0,21.340246,0.0,0.0,0.0,3.0495744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.234335446426242,708,-14,265,82,-94,77,26,-20,19
275,286,705,False,2015-07-30 04:00:00,2015-07-31 04:00:00,300234061619040,66.67317,66.61615,12.38406,12.51131,0.0484,-0.1373,8.043891906738281,4.765126705169678,-4.321229934692383,10.686314582824709,6.396809577941895,4.7537994384765625,5.705554008483887,2.443073034286499,-9.58570384979248,1.7810766696929932,1.0241796970367432,5.044604301452637,18417.283,12324.969,11679.752,3935.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.135850425508301,697,-13,267,82,-93,77,27,-20,19
276,287,380,False,2015-07-30 06:00:00,2015-07-31 06:00:00,300234060892150,62.87971,62.74249,6.10484,6.14182,-0.0628,-0.2216,6.694610595703125,3.156900644302368,-4.4181742668151855,7.5516886711120605,7.024682998657227,0.3261737823486328,5.917078495025635,-2.3789103031158447,-7.485721588134766,0.5292769074440002,3.112959861755371,2.4333395957946777,2406.0867,22638.328,-16706.496,15277.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.311223974209289,217,-7,175,-4,-54,47,48,-14,18
277,288,706,False,2015-07-31 04:00:00,2015-08-01 04:00:00,300234061619040,66.61615,66.67865,12.51131,12.60837,0.1669,0.027,4.8641676902771,3.2412033081054688,3.60710382461548,6.662252902984619,4.707975387573242,5.358169555664063,2.29124402999878,1.6029064655303955,1.6372201442718506,1.343550682067871,0.8312665820121765,1.121452808380127,14766.594,392.71902,-129.35324,-370.8045,1.2166086,0.0,0.0,0.0,1.8043215,0.0,0.0,0.0,4.570174,0.0,0.0,0.0,6.8038297,0.0,0.0,0.0,7.7456884,0.0,0.0,0.0,8.253488,0.0,0.0,0.0,34.1464,0.0,0.0,0.0,21.65932,0.0,0.0,0.0,11.280678,0.0,0.0,0.0,6.491378,0.0,0.0,0.0,-4.473403090290576,713,-12,273,86,-92,79,27,-21,19
278,289,428,True,2015-07-31 22:00:00,2015-08-01 22:00:00,300234060952900,-37.43243,-37.38709,139.77078,139.90842,0.2984,0.1304,8.590814590454102,7.960473537445068,1.3088297843933103,13.739174842834473,13.665799140930176,7.610265731811523,5.310754776000977,3.7737796306610094,-1.418046951293945,2.3849918842315674,2.900811195373535,2.448141098022461,457.48798,15441.255,-13317.93,-7814.4155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.528194277143998,73,0,-56,-3,-52,-14,-75,-23,-23
279,290,707,False,2015-08-01 04:00:00,2015-08-02 04:00:00,300234061619040,66.67865,66.70534,12.60837,12.70436,0.0764,0.0503,3.988898038864136,0.1169507950544357,-3.089712858200073,6.570377826690674,1.951397180557251,1.3658385276794434,1.8796697854995728,-2.6365303993225098,-6.018186569213867,1.4695018529891968,1.6410666704177856,2.411977767944336,18115.928,5378.187,4370.292,3134.5562,3.4219375,0.0,0.0,0.0,1.5256418,0.0,0.0,0.0,0.56794137,0.0,0.0,0.0,0.12956679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.587803,0.0,0.0,0.0,2.3213024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7057363950995326,735,-9,274,91,-92,79,25,-21,19
280,291,708,False,2015-08-02 04:00:00,2015-08-03 04:00:00,300234061619040,66.70534,66.65886,12.70436,12.67394,-0.0207,0.0349,7.247406482696533,-0.0173726268112659,-6.958323955535889,8.015446662902832,2.993672132492065,-5.942556381225586,6.442521572113037,-2.616281747817993,-7.862246513366699,0.4917006194591522,1.998142123222351,0.5962671041488647,16812.447,4400.14,-2671.779,3496.1167,5.9841385,0.0,0.0,0.0,9.229233,0.0,0.0,0.0,10.348825,0.0,0.0,0.0,8.011458,0.0,0.0,0.0,0.7712105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.321875,0.0,0.0,0.0,11.492027,0.0,0.0,0.0,0.7712105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.518164423104954,0,0,0,0,0,0,0,0,0
281,292,709,True,2015-08-03 04:00:00,2015-08-04 04:00:00,300234061619040,66.65886,66.65287,12.67394,12.64917,-0.0995,0.0446,4.013463020324707,-0.4042292535305023,-3.463729858398437,6.787512302398682,2.3020193576812744,-2.608121871948242,2.9301230907440186,-3.955892562866211,-6.385219573974609,1.024014949798584,2.0366132259368896,0.9207984805107116,17211.248,2703.7534,1919.8159,1903.8353,13.490179,0.0,0.0,0.0,6.6795692,0.0,0.0,0.0,9.93562,0.0,0.0,0.0,13.014988,0.0,0.0,0.0,7.2879143,0.0,0.0,0.0,2.8635855,0.0,0.0,0.0,30.334784,0.0,0.0,0.0,18.14144,0.0,0.0,0.0,7.2879143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7259945284106046,690,-4,279,90,-82,74,23,-19,17
282,293,355,False,2015-08-04 03:00:00,2015-08-05 03:00:00,300234060758420,54.05497,53.92494,-167.11714,-167.21092,0.151,-0.3278,8.108264923095703,4.810171604156494,6.44992733001709,9.446977615356444,6.350691795349121,8.12257194519043,7.020595073699951,3.062943696975708,5.44990873336792,0.6564893126487732,0.8119295239448547,0.8811310529708862,751.22076,20523.871,-11363.938,17090.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707623762814257,53,2,20,83,270,7,141,82,21
283,294,453,False,2015-08-12 19:00:00,2015-08-13 19:00:00,300234060955900,-37.64685,-37.73233,140.0486,140.26613,0.3538,-0.1645,7.15156364440918,6.805499076843262,0.8098623156547546,8.432512283325195,7.949273109436035,5.638986110687256,5.822738170623779,5.504509925842285,-1.241204023361206,0.6253618597984314,0.6996120810508728,2.0188589096069336,1994.2694,11524.484,-8136.7866,-8161.2764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.378496946051264,76,1,-54,-3,-51,-14,-75,-23,-23
284,295,584,False,2015-08-14 17:00:00,2015-08-15 17:00:00,300234061502340,23.79558,23.80747,121.67839,121.63801,-0.2428,0.1249,1.4116368293762207,-0.469493955373764,-0.6107089519500732,4.573255062103272,0.5116086006164551,1.0277239084243774,0.2932584285736084,-2.877383232116699,-3.554620742797852,1.259565353393555,0.8408108353614807,1.5095930099487305,1396.8696,11762.847,10912.538,-4391.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2075802149525141,205,2,144,28,-24,40,30,-5,12
285,296,585,False,2015-08-15 17:00:00,2015-08-16 17:00:00,300234061502340,23.80747,23.74847,121.63801,121.61915,0.0603,0.1305,2.9525482654571533,-1.0130542516708374,-1.6143757104873655,5.352633476257324,1.1222665309906006,2.505863666534424,0.54874587059021,-3.0233869552612305,-5.316376209259033,1.4962769746780396,1.0937457084655762,2.475402593612671,1440.4568,7060.6816,6417.4575,-2944.3962,0.0,1.526944,0.0,0.0,0.0,1.2761055,0.0,0.0,0.0,0.010177601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.007227,19.111391,0.0,2.0128856,0.75885534,2.0492816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2475498743261144,205,2,144,28,-24,40,29,-5,12
286,299,601,False,2015-08-18 14:00:00,2015-08-19 14:00:00,300234061502400,12.43815,12.36394,120.16045,120.22685,0.1538,-0.2118,5.64567756652832,4.829098701477051,-2.644825220108032,7.674596786499023,6.834528923034668,-0.906425952911377,4.5162353515625,2.3510425090789795,-4.119627952575684,0.812199592590332,1.1958298683166504,0.8877145648002625,688.69305,7510.7,4966.7417,5634.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.256485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2094620723867011,90,0,-14,24,-293,-1,-238,-96,-38
287,300,602,False,2015-08-19 14:00:00,2015-08-20 14:00:00,300234061502400,12.36394,12.2845,120.22685,120.41487,0.2399,-0.062,7.491509914398193,7.365854263305664,0.7486011981964111,9.458695411682127,9.382667541503906,2.61152458190918,5.3836164474487305,5.217830657958984,-1.560410976409912,0.9119458198547364,0.9033355712890624,1.1498409509658811,2316.958,3780.6753,-3640.8152,1018.8082,4.8991466,0.0,0.0,0.0,6.640454,0.0,0.0,0.0,12.038769,0.0,0.0,0.0,18.029707,0.0,0.0,0.0,2.7789626,0.0,0.0,0.0,0.3054074,0.0,0.0,0.0,39.364906,0.0,0.0,0.0,21.402277,0.0,0.0,0.0,2.7789626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.891634688902577,91,0,-16,24,-294,-2,-241,-97,-39
288,301,200,False,2015-08-23 00:00:00,2015-08-24 00:00:00,300234060150420,-7.22712,-7.05464,56.32197,56.22575,0.0176,0.4969,9.03676986694336,-6.059539794921875,6.600655555725098,10.50511360168457,-4.396035194396973,8.587480545043945,7.043773174285889,-7.283072471618652,4.224242687225342,1.043627381324768,0.7316638231277466,1.389373540878296,1132.3593,8888.569,6855.1655,-5658.0356,14.957224,0.0,0.0,0.0,2.3622398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5073261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.874981984596467,341,0,108,72,138,29,84,42,20
289,302,65,False,2015-08-23 05:00:00,2015-08-24 05:00:00,300234011162640,54.42271,54.36447,-9.91593,-9.68011,0.1489,-0.1933,9.853649139404297,-7.614511489868164,4.788137912750244,13.48372745513916,2.3968684673309326,6.373050689697266,3.0138955116271973,-12.262120246887209,2.1243722438812256,3.629738330841065,5.325751304626465,0.9993606209754944,2125.217,17440.824,-13366.02,11204.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91141875744673,-1023,13,-413,-157,-70,-117,83,-17,10
290,303,603,False,2015-08-23 11:00:00,2015-08-24 11:00:00,300234061502400,11.76153,12.06736,121.24301,121.58333,0.2954,0.2133,9.233502388000488,3.838702917098999,8.365614891052246,10.378313064575195,5.363834381103516,10.043375015258787,7.145442962646484,2.6153409481048584,6.261828899383545,0.8596959710121155,0.6063051819801331,0.9538814425468444,306.58643,12139.25,-5416.4727,-10863.849,2.803404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.19949776820872,96,1,-58,26,-308,-17,-272,-105,-46
291,304,66,False,2015-08-24 05:00:00,2015-08-25 05:00:00,300234011162640,54.36447,54.38439,-9.68011,-9.46882,0.1403,0.1318,4.354836463928223,2.705714225769043,-1.421962022781372,8.981792449951172,8.900961875915527,1.4214495420455933,0.4307219386100769,-1.826582670211792,-4.091822624206543,2.730875968933105,3.8495631217956543,1.5034233331680298,4495.1743,7953.8564,5000.249,6185.5757,0.08523863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8517065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595131586361739,-1034,14,-419,-158,-80,-119,85,-19,11
292,305,303,False,2015-08-25 00:00:00,2015-08-26 00:00:00,300234060651120,-38.47609,-38.3924,142.27544,141.99303,-0.2542,0.1594,6.007059097290039,-4.980433940887451,3.078256130218506,7.14711332321167,-4.236177444458008,5.457694053649902,4.465551853179932,-5.728185653686523,0.1279382705688476,0.7890332937240601,0.3642296195030212,1.5146938562393188,975.31036,10917.887,2927.814,-10517.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.301094083640636,102,2,-56,5,-39,-15,-68,-20,-22
293,306,67,False,2015-08-25 05:00:00,2015-08-26 05:00:00,300234011162640,54.38439,54.39283,-9.46882,-9.44984,-0.0873,0.0351,8.349052429199219,4.260515213012695,5.6614532470703125,10.179244041442873,9.870767593383787,8.482931137084961,5.748675346374512,-1.698696255683899,-0.6839818954467773,1.3389016389846802,3.9238014221191406,2.428802251815796,1145.0519,13296.2,1801.1494,13173.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18641219020338,-1055,15,-425,-161,-82,-121,84,-19,12
294,307,604,False,2015-08-25 19:00:00,2015-08-26 19:00:00,300234061502400,12.55626,12.88847,121.88357,122.13373,0.4186,0.4809,2.9869730472564697,2.1387507915496826,1.842936038970948,4.990992546081543,3.982661008834839,3.3088860511779785,1.1661343574523926,0.9645397663116456,-0.7151241302490234,1.2606103420257568,0.8804292678833008,1.3286535739898682,546.78754,12006.631,-11891.037,-1662.0563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3732742990668734,60,1,-110,22,-309,-35,-279,-106,-47
295,308,304,False,2015-08-26 00:00:00,2015-08-27 00:00:00,300234060651120,-38.3924,-38.3818,141.99303,141.92438,-0.2066,-0.0061,3.0282909870147705,-0.7661906480789185,0.0135131124407053,5.594811916351318,3.401842832565308,2.270073175430298,1.664167881011963,-5.573657035827637,-1.937453269958496,1.0605560541152954,2.900932788848877,1.1369621753692627,5778.772,3317.4954,-1335.6112,3036.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0557044,0.0,0.0,0.0,24.940191,0.0,0.0,1.8241507,18.163675,0.0,0.0,0.0,6.337007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3208350855948739,93,2,-54,3,-40,-15,-68,-20,-22
296,309,68,False,2015-08-26 05:00:00,2015-08-27 05:00:00,300234011162640,54.39283,54.39139,-9.44984,-9.19105,-0.0837,0.0047,8.394937515258789,2.5706663131713867,7.693566799163818,13.22417449951172,5.705930709838867,13.193181037902832,5.587150096893311,-3.328183174133301,4.671355247497559,1.8491661548614504,2.067347526550293,1.9547812938690183,1185.8441,15296.401,3913.9934,14787.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.095217474751367,-1058,15,-426,-162,-82,-121,84,-19,12
